CarId,Price
0,13397.244868376429
1,12251.301871146052
2,16682.63459041772
3,45432.36602193252
4,13482.239709850632
5,25783.66337048461
6,18136.891342310366
7,21980.570717293947
8,28648.214287100716
9,18454.90525772598
10,10650.389498273538
11,26438.360080923165
12,26260.86911546431
13,22664.16031334032
14,36837.27704655672
15,39189.05415551892
16,12999.145104886533
17,12475.890877130141
18,21985.324254225277
19,17556.837565923095
20,18249.775385476387
21,2555.2721520685664
22,20865.640541001783
23,7620.449442159514
24,20081.870388196083
25,30002.25085564131
26,9842.986158237503
27,9423.559341680391
28,17237.57764267682
29,34674.56080811461
30,21407.296588990648
31,5622.367023127597
32,30424.700915490175
33,36148.43790085828
34,23561.070993895984
35,35484.617337343254
36,11315.746408252433
37,17629.124142611916
38,40995.817766953434
39,43672.491127078836
40,14659.712519678274
41,24029.09169966278
42,23023.630840664177
43,16827.68575361617
44,8708.136044879482
45,20481.996729744867
46,17177.91878401785
47,16808.924787090822
48,25732.030963072917
49,15639.186533617381
50,21029.509469753015
51,-823.3405992023272
52,15912.746782787313
53,21871.82486224387
54,34199.19693577499
55,43871.63658040973
56,27319.037451890195
57,36245.433550504145
58,8399.906681471648
59,29136.40404983225
60,19016.00027784001
61,13315.526680985002
62,29848.575671013
63,11467.959246760242
64,33028.68643881441
65,13490.00188108902
66,16552.391523102146
67,8959.820251265692
68,11329.964342370442
69,10502.080090143349
70,7371.389071943222
71,37209.98606330814
72,10298.101708891316
73,11508.267044023558
74,37582.152751312504
75,18783.06217003436
76,17401.384880438767
77,24660.231047424997
78,10478.764915517493
79,12571.833946808047
80,17364.161829192213
81,11598.882307339385
82,8232.355365400004
83,15095.215659035292
84,16528.314714019718
85,19548.2441106193
86,25407.468228100282
87,36055.692671443896
88,37352.41877722558
89,13138.552706171968
90,23249.102422579937
91,11594.961529054957
92,31799.336281254145
93,12317.42925061193
94,-3946.0300117200713
95,14296.401534374612
96,10968.659470761917
97,24606.01234303324
98,29575.121804361508
99,28555.598336596246
100,15838.432896747001
101,28057.30971295073
102,12729.586722838472
103,11348.47463729057
104,30240.934448105458
105,24640.468949239752
106,20708.875232036422
107,38104.14898110932
108,5782.746372918349
109,17061.940670832002
110,34401.55852135696
111,12565.967238349907
112,17605.578293046616
113,13505.771744283882
114,14389.664174521686
115,32987.106266761104
116,26046.553553136837
117,22841.041890354147
118,26376.807149230408
119,7733.051033012782
120,14374.370481268228
121,49686.27115745312
122,11896.546561547208
123,15007.699067560106
124,21643.676221161273
125,23946.224046704112
126,36294.71822728945
127,13807.137031123666
128,25896.39349441015
129,26092.107748743496
130,6503.582867525713
131,12995.495567276126
132,31429.97841038116
133,20175.374078706547
134,10402.850835795756
135,26484.877497652982
136,31811.058206567788
137,12315.22962686026
138,22111.585316136436
139,41191.315348952194
140,30420.260925324612
141,27933.641417274062
142,17216.851701625194
143,19997.404806022132
144,31749.8522312068
145,9443.855171223679
146,17640.45708153765
147,15347.471528360113
148,16754.640343670595
149,10684.81883613063
150,67605.05803900969
151,13508.790698432438
152,32400.431327259997
153,28937.143599908202
154,18659.899338190018
155,2421.988124845009
156,31565.18145093142
157,22926.932806936915
158,23184.209174301708
159,14137.908055921276
160,11891.191007089617
161,5735.706915390891
162,11136.075240011853
163,27985.56215830639
164,22802.126098747365
165,11272.326446729256
166,18363.30482544718
167,17418.072586690614
168,31533.338682113033
169,8156.736521602796
170,78025.26464546287
171,12935.40175003453
172,19500.445642450373
173,18089.799227569092
174,55504.00757820154
175,21345.065277931164
176,31540.998453564163
177,15096.558160555689
178,37717.52006061398
179,12097.32114607388
180,13696.133081903363
181,22571.398876195934
182,7629.762247182531
183,28404.084990738484
184,13474.983491345241
185,20994.6374521253
186,26890.889301588046
187,25061.354718047653
188,29233.818543723486
189,23432.138026952187
190,15474.405726912608
191,13586.60882488941
192,1448.8606905976176
193,21020.69368525927
194,27561.275160121942
195,19238.810858317745
196,27064.48299187154
197,29598.665007513096
198,35136.069712663906
199,31230.14771367865
200,43818.53426835391
201,-3173.98392246969
202,29894.058364901808
203,23027.704286465276
204,10033.750679049734
205,35063.36538094887
206,22856.540813691558
207,16692.575700724745
208,21648.33783784285
209,15508.920602836852
210,28519.08490811677
211,15381.762321715922
212,2087.706735676684
213,14135.456967739387
214,33366.55908765365
215,13207.805498129974
216,14295.641802326436
217,14008.785838682887
218,36849.35964952918
219,26806.550372276688
220,18653.812626307103
221,11087.952223374288
222,30369.917493194072
223,15466.656876923955
224,9408.212133869847
225,35647.329181793124
226,22851.574161144803
227,22663.99277123605
228,14568.401527618475
229,11441.698418956914
230,138308.05954985743
231,10615.00894661372
232,4736.545509387464
233,23669.712076238917
234,18872.863361630254
235,34184.321905414465
236,21924.856092724236
237,9701.750637654177
238,27652.913461390468
239,16857.079172450743
240,3634.2353976798167
241,24149.07029385653
242,12526.865725490208
243,11712.755349624475
244,36503.518633909545
245,24554.62310983752
246,12002.21762320111
247,13138.42136598824
248,34209.05103436628
249,12374.996607406794
250,-3111.632007994571
251,21035.030076522795
252,14671.1108213356
253,25813.002030921794
254,37138.76821623153
255,15225.912515267131
256,24027.212765012737
257,24115.883271451006
258,31958.988994998123
259,15153.68074484372
260,19732.080429691654
261,10841.93364906588
262,33440.214424893624
263,4667.162735865784
264,19091.06740050079
265,35745.225470456775
266,17478.687421303373
267,-7424.967413562661
268,16740.878333091918
269,31489.710622190156
270,29769.445770762788
271,16875.712182678493
272,31333.60704861379
273,32051.799495411986
274,17813.575889198102
275,22794.239724091392
276,21842.895403587878
277,26665.594807329682
278,26050.199328670118
279,10441.974717469004
280,11180.829651503109
281,22167.76788243754
282,15409.25321891068
283,32237.10414553521
284,28676.926014894256
285,9325.101479103496
286,12704.295864201717
287,55914.45029330707
288,8711.062509232966
289,17118.640013942626
290,15615.096727366059
291,21252.519867226307
292,46723.72527649263
293,7179.583156700637
294,54125.41092643797
295,16377.263645852321
296,32405.227256893275
297,24212.581910075467
298,5091.505998116279
299,22191.52225028864
300,23430.472316127
301,20137.47151480589
302,30916.504552690727
303,33294.338665716736
304,25514.518352195504
305,5881.890539792725
306,34213.751910544386
307,19397.564668484512
308,21152.47137207577
309,24039.298766637687
310,27144.65628090046
311,31827.52613623572
312,21536.61330034898
313,30278.044581787384
314,18762.2937312512
315,2023.2293542659481
316,14234.776091072921
317,22703.364145740445
318,20495.81785890265
319,16891.287986808093
320,3317.073152818595
321,7794.1859708051725
322,46131.30636674096
323,17173.87776601225
324,38884.895503518324
325,21180.649247494228
326,32777.75536739656
327,18485.96241985453
328,30606.744877630765
329,19405.634755740408
330,30614.944734782606
331,10606.908045800436
332,16839.871302362204
333,14582.7307953806
334,3843.5439968194496
335,25383.166045093683
336,32278.273087929214
337,27912.993835986024
338,9985.117615004952
339,14063.321158452667
340,22598.063831438914
341,7453.548716373063
342,23176.697013407254
343,31905.400684870176
344,58427.46360780789
345,36523.54031309674
346,12577.278791714323
347,18783.362902232788
348,7209.022037582899
349,27299.670858389225
350,20166.54974210442
351,17039.23530843651
352,13708.363888075253
353,20508.009833087053
354,18792.137862369975
355,18630.375680017227
356,26885.363513069067
357,18634.53557443209
358,34991.23472589995
359,21964.56366040621
360,23162.195897392747
361,25940.526297541088
362,2942.920892538017
363,26857.386483037248
364,21519.759263379543
365,16246.011766043566
366,15128.886813469724
367,19937.354000842315
368,28647.923399207597
369,18788.026962688913
370,16544.657495424886
371,27366.966123699553
372,12449.336588580396
373,32618.893432991805
374,12542.322712225208
375,4987.396944941296
376,24658.632076331603
377,48322.17780876799
378,15344.0905259913
379,24673.526113709595
380,16510.899070192645
381,37219.24512317172
382,16704.775563305757
383,31681.080979632374
384,5211.072331035577
385,30314.926245012954
386,18049.13015259651
387,20953.19054980237
388,9523.033203558067
389,3939.801533585707
390,9623.564939567741
391,16965.868109786134
392,8327.556774414543
393,21150.96455617484
394,20755.9297984922
395,18160.948809432513
396,40057.92383945644
397,16973.585866960188
398,6759.553326116389
399,19460.916547894733
400,4373.461999496047
401,15525.842024470096
402,16425.035393574915
403,24645.638421217867
404,21051.405451045044
405,35173.00114189022
406,43599.48524484661
407,27454.1611710344
408,12175.53984951298
409,9954.673186678005
410,8126.399338161713
411,6032.2278418654405
412,25645.052185431923
413,23747.556182528897
414,14965.296816085132
415,19902.622365072057
416,32808.85898466209
417,26437.023433996626
418,33139.11977293644
419,14160.682247242907
420,17578.483827368647
421,18878.655821099725
422,16458.394414671515
423,20423.349492213347
424,16089.307696927486
425,15919.328433067289
426,-9933.924184051315
427,10514.965155773376
428,29673.49474950196
429,16995.024404720956
430,16337.529489958875
431,16907.244690838386
432,22885.797841547137
433,23892.23631758333
434,15606.09725684409
435,10028.983303812473
436,11980.320106085665
437,35759.68589669607
438,15912.936674438757
439,35252.351716078716
440,16618.11002615333
441,31373.486997413012
442,19449.068169207952
443,8166.63713610115
444,14061.311483489275
445,31193.19578422277
446,15699.5395907896
447,25176.75986628462
448,8888.054116406916
449,19261.12531335732
450,16425.035615485038
451,19845.240953066226
452,41159.33671061797
453,31101.235635331657
454,21687.157486056218
455,13176.822904094188
456,22854.110509986276
457,20580.60585804921
458,14572.592435472967
459,17821.170302439292
460,15192.56774938771
461,44898.759709413105
462,13484.383157963033
463,16628.27367877838
464,15402.906015310504
465,24451.86533247592
466,16040.513282473845
467,-956.3413387261608
468,31025.73510094278
469,9252.114070776419
470,28577.982500609476
471,13986.439071173007
472,22208.51645865786
473,29946.898580369183
474,6478.986824489566
475,2969.528839679655
476,791.7260941033674
477,35151.66807512982
478,7831.456200496146
479,25758.86613212737
480,27929.57386033939
481,8770.695813717915
482,30453.39158022107
483,21705.741565300777
484,9655.430455652458
485,26739.468628606148
486,25226.010844633405
487,19348.003588757034
488,12845.629096488212
489,24229.54960596231
490,9825.85573313159
491,13445.256249661563
492,12634.029369601527
493,5846.945281219911
494,52017.385044273185
495,32771.28690287351
496,21172.014295364766
497,36667.71626331816
498,31952.322360130427
499,26971.122561096265
500,20684.020794682896
501,5722.69455582282
502,28301.641154567078
503,21794.10349721596
504,8547.525013084569
505,21596.86826041236
506,26739.690591383696
507,41986.434109829825
508,25591.637288041107
509,33812.77723959856
